nome_vaga;empresa;id;nivel_experiencia;data_publicacao;faixa_salario;localizacao;modelo_contrato;beneficios;descricao_vaga
Analista de Educação Corporativa Sênior;Grupo Fleury;231;Sênior;Publicada em 10/09/2024;a combinar;São Paulo;Regime CLT;; O Grupo Fleury é uma das maiores e mais respeitadas instituições de medicina e saúde do Brasil. Referência por sua excelência técnica, médica e de atendimento, é também destaque nas melhores práticas ESG. Além dos serviços de medicina diagnóstica, o Grupo Fleury conta com uma oferta crescente de serviços que buscam responder às necessidades das pessoas, além de gerar sustentabilidade para o sistema de saúde com a melhor utilização dos recursos investidos. Essas soluções refletem o posicionamento estratégico da empresa de ser um ecossistema de saúde integrada, preventiva e híbrida, combinando ofertas físicas e digitais. Acreditamos que carreira e propósito caminham juntos, e costumamos falar que somos apaixonados pelas pessoas e pelo que fazemos. Isso reflete em nosso dia a dia, por meio de um trabalho que impacta vidas. Faz parte da nossa essência cuidar das pessoas, colocando as colaboradoras, colaboradores, médicas, médicos e clientes sempre no centro. Se você tem atitude positiva, empatia, adaptabilidade e deseja se desenvolver em um ambiente repleto de profissionais referências no mercado que prezam por respeito, excelência e inovação, abrace a oportunidade de levar saúde e bem-estar para a plena realização das pessoas! Venha transformar sua paixão em carreira!
Analista de Educação II – Novos Elos;Grupo Fleury;232;Pleno;Publicada em 14/10/2024;a combinar;São Paulo;Regime CLT;; O Grupo Fleury é uma das maiores e mais respeitadas instituições de medicina e saúde do Brasil. Referência por sua excelência técnica, médica e de atendimento, é também destaque nas melhores práticas ESG. Além dos serviços de medicina diagnóstica, o Grupo Fleury conta com uma oferta crescente de serviços que buscam responder às necessidades das pessoas, além de gerar sustentabilidade para o sistema de saúde com a melhor utilização dos recursos investidos. Essas soluções refletem o posicionamento estratégico da empresa de ser um ecossistema de saúde integrada, preventiva e híbrida, combinando ofertas físicas e digitais. Acreditamos que carreira e propósito caminham juntos, e costumamos falar que somos apaixonados pelas pessoas e pelo que fazemos. Isso reflete em nosso dia a dia, por meio de um trabalho que impacta vidas. Faz parte da nossa essência cuidar das pessoas, colocando as colaboradoras, colaboradores, médicas, médicos e clientes sempre no centro. Se você tem atitude positiva, empatia, adaptabilidade e deseja se desenvolver em um ambiente repleto de profissionais referências no mercado que prezam por respeito, excelência e inovação, abrace a oportunidade de levar saúde e bem-estar para a plena realização das pessoas! Venha transformar sua paixão em carreira!
Analista de Inteligência de Mercado Pleno (Agr;Confidencial;233;Pleno;Publicada em 01/10/2024;R$ 5.000 a R$ 6.500;São Paulo;Regime CLT;;
Analista de CRM e Inteligência de Mercado;Fundação Dom Cabral;234;Pleno;Publicada hoje;a combinar;Minas Gerais;Regime CLT;Vale-alimentação, Vale-refeição, Vale-transporte;  Inglês - Nível Intermediário  
Analista de Business Intelligence (Qlik);Bom Futuro;235;Pleno;Publicada há 6 dias;a combinar;Cuiabá;Regime CLT;; Com mais de 30 anos de atuação no Estado de Mato Grosso, a Bom Futuro desenvolve o planejamento estratégico das atividades na capital Cuiabá/MT, sede da empresa. As atividades são distribuídas em todo o estado, gerando desenvolvimento e inúmeras oportunidades para centenas de municípios.  A Bom Futuro é advinda da agricultura. A expertise na área, auxílio da tecnologia e respeito ao meio ambiente aliadas à persistência e muito trabalho, pautaram o crescimento da empresa em seus longos anos de atividade. Ações como essas garantiram o destaque mundial em produtividade sustentável, possibilitando a atuação em 7 áreas: agricultura, pecuária, piscicultura, sementes, energia, aeroportuário e imobiliário. A determinação e competência profissional de seus mais de sete mil colaboradores, norteados pela ideologia e a vertente empreendedora da empresa, possibilitaram a atuação da Bom Futuro em diversas áreas, porém todas com o mesmo propósito: ajudar a alimentar e vestir o mundo! 
Analista de Logística - Araucária/PR;White Martins;236;Pleno;Publicada em 10/10/2024;a combinar;Araucária;Regime CLT;Assistência médica, Assistência odontológica, Participação nos Lucros ou Resultados, Previdência privada, Seguro de vida, Vale-alimentação;Responsabilidades e Atribuições  Requisitos  Local de trabalho: Araucária–PR
Analista de Desenvolvimento de Sistemas - Híbrido;Aro Contábil;237;Pleno;Publicada em 14/10/2024;R$ 4.900 a R$ 6.500;Rio de Janeiro;Regime CLT;Café da manhã, Refeitório, Seguro de vida, Vale-transporte;Atuar no desenvolvimento, manutenção e implantação de sistemas, consultoria e análise de dados, utilizando ReactJs e NodeJs. Será um diferencial ter conhecimento em Angular, C# e IONIC para desenvolvimento de novos projetos.  É preciso também possuir curso em Asp.Net, C, Javascript, Html5, Bootstrap, Sql Server, MySql.
Analista de Inteligência Comercial Pleno (Agener);União Química Farmacêutica Nacional S/A;238;Pleno;Publicada em 15/10/2024;a combinar;São Paulo;Regime CLT;Assistência médica, Assistência odontológica, Auxílio academia, Auxílio creche, Auxílio estacionamento, Auxílio farmácia;
Analista de Inteligência Comercial Pleno (Agener);União Química Farmacêutica Nacional S/A;239;Pleno;Publicada em 15/10/2024;a combinar;São Paulo;Regime CLT;Assistência médica, Assistência odontológica, Auxílio academia, Auxílio creche, Auxílio estacionamento, Auxílio farmácia;
Pessoa Analista Planejamento Financeiro;Natulab;240;Pleno;Publicada em 30/07/2024;a combinar;São Paulo;Regime CLT;Assistência médica, Assistência odontológica, Participação nos Lucros ou Resultados, Seguro de vida, Vale-alimentação, Vale-refeição;"Controle e preparação de análises para discussões de real vs orçado; Contato com time comercial para discussões de margem; Preparação e análises de Business Cases de novos negócios; Análises de resultados, orçamento e projeções (Lucros e perdas/Balanço); Demonstrações contábeis; Apresentações gerenciais.  Alta capacidade analítica dos dados financeiros; Excel Avançado; Habilidade com SAP."
Analista de Sistemas Sr - Foco Protheus;Espro;241;Sênior;Publicada em 17/09/2024;R$ 5.000 a R$ 9.500;São Paulo;Regime CLT;Assistência médica, Assistência odontológica, Seguro de vida, Vale-alimentação, Vale-refeição, Vale-transporte;"Responsável pela análise, implantação, capacitação e melhorias em sistemas, com o objetivo de otimizar processos dos usuários na rotina diária das áreas que utilizam os sistemas na Instituição.  Atividade a serem desenvolvidas - Deverá criar customizações e extensões no ambiente do Protheus utilizando a linguagem ADVPL e integrações REST e SOAP, compreendendo as demandas dos usuários e a traduzindo em códigos e funcionalidades que aprimorem o sistema; - Realizar ajustes nos sistemas existentes, garantindo o bom funcionamento das aplicações, utilizando conhecimentos em banco de dados SQL, para efetuar ajustes quando necessário, visando aprimorar o desempenho e a integridade dos dados; - Prestar suporte técnico aos usuários do Protheus, atuando na resolução de problemas e respondendo a dúvidas; - Irá atuar também no suporte de módulos desenvolvidos internamente pela empresa.  Requisitos  Sólida Experiência como analista de sistemas Protheus; Sólida Experiência dos principais módulos: Contabilidade, Compras, Gestão de Contratos, Estoque, Fiscal, Financeiro, Faturamento, Ativo Fixo; Bons conhecimentos em programação ADVPL; Bons conhecimentos em integrações do Protheus com outros sistemas via webservice (REST, SOAP); Bons conhecimentos em linguagem SQL; Conhecimento da estrutura do ERP Protheus; Desejável conhecimento do módulo Gestão de Pessoal; Desejável conhecimento de fluig;   O ESPRO acredita na inclusão social e considera PCDs em todas as suas oportunidades. Venha fazer parte dessa equipe!  "
Analista de Planejamento e Controle de Produção Pleno;TSEA energia;242;Pleno;Publicada em 15/10/2024;a combinar;Minas Gerais;Regime CLT;Assistência médica, Assistência odontológica, Auxílio academia, Auxílio creche, Participação nos Lucros ou Resultados, Programa de treinamentos;Atividades:   Necessário:  Desejável conhecimento com metodologias ágeis.
Analista de Informação em Saúde (Drg);Fundação Educacional Lucas Machado;243;Pleno;Publicada em 11/09/2024;a combinar;Minas Gerais;Regime CLT;Assistência médica, Auxílio academia, Seguro de vida, Vale-transporte;"Atividades: operacionalizar a aplicação das ferramentas cabíveis para coleta e análise dos prontuários. Realizar codificação clínica. Atuar junto aos gestores de setores e de departamentos médicos de forma a se obter aumento da confiabilidade, produtividade, otimização de processos e redução de custos operacionais.  Horário: 07:00 às 17:00 segunda a quinta e sexta 07:00 às 18:00hs. Superior completo. Conhecimento de Informática – Pacote Office. Conhecimento clínico para análise dos prontuários. Vivência na área Hospitalar. Desejável experiência com a metodologia DRG (Grupos de Diagnósticos Relacionados); Desejável conhecimento em análise estatística e análise de dados.   "
Analista de Bi Jr - Gestão de Pessoas;Vivest;244;Júnior/ Trainee;Publicada hoje;a combinar;São Paulo;Regime CLT;Assistência médica, Assistência odontológica, Auxílio academia, Auxílio creche, Cesta de natal, Horário flexível;"-Elaborar relatórios gerenciais, indicadores e apresentações referente a assuntos e processos da área de Gestão de Pessoas garantindo a qualidade e a precisão das informações em linha com o orçamento e metas do planejamento estratégico; - Atuar na identificação de automatização dos processos da área, reduzindo intervenções manuais e ofertando maior segurança para o processo; - Apoiar no controle do planejamento financeiro da área. -Dar suporte na geração e análise de dados estratégicos, apoiando o Gestor da área na implementação de planos de ação, para sustentar decisões estratégicas;  Conhecimentos:  - Intermediário Power BI - Excel Avançado - Python (desejável) - People Analytics (desejável)  Proatividade e atenção concentrada será um diferencial.  "
